vano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_cvli;indicador_roubo_rua;indicador_roubo_veic;indicador_roubo_carga;registro_ocorrencias;fase
2012;9;1;0;0;0;1;3;23;1;0;8;0;3;7;0;20;0;0;0;1;0;0; ;5;36;13;9;2;1; ;33;58;0;0;0;2;6;1;4;1;7;10;5;3;1;8;1;1;0;1;0;1;21;7;0;182;3
2012;9;0;0;0;0;0;0;27;2;2;24;2;3;8;4;31;2;0;0;2;0;1; ;12;65;16;60;10;18; ;117;221;0;4;0;23;9;3;6;1;3;21;10;6;0;26;1;0;0;0;0;0;35;8;4;514;3
2012;9;1;0;0;0;1;0;41;2;0;25;1;2;6;0;25;3;0;0;2;0;3; ;11;53;14;56;34;43; ;129;276;0;0;1;56;10;8;2;0;5;12;2;4;2;42;6;0;0;0;0;1;30;6;0;638;3
2012;9;0;0;0;0;0;0;58;2;0;15;2;2;1;0;26;2;0;0;4;0;0; ;13;50;3;64;22;32; ;140;261;0;1;0;59;11;9;2;0;4;20;24;3;2;40;1;3;0;0;0;0;32;1;0;631;3
2012;9;1;0;0;0;1;0;19;1;0;10;1;0;0;1;20;0;0;0;1;1;1; ;8;33;3;53;19;12; ;63;150;0;0;0;34;8;3;5;1;1;19;14;9;4;29;0;0;0;0;0;1;21;0;1;399;3
2012;9;0;0;0;0;0;1;33;0;0;21;0;0;7;1;28;1;0;0;11;0;2; ;20;70;6;52;14;33; ;128;233;0;1;0;45;5;4;2;1;3;45;16;21;5;22;1;0;0;0;0;0;40;7;1;585;3
2012;9;1;0;0;0;1;6;62;4;0;42;2;2;3;0;22;2;0;0;4;0;0; ;12;47;6;18;18;17; ;75;134;0;7;0;27;23;13;6;5;3;22;5;4;1;52;6;0;0;1;0;1;28;3;0;496;3
2012;9;1;0;0;0;1;2;93;3;1;57;5;2;9;0;73;1;0;0;5;1;5; ;7;108;28;50;22;75; ;210;385;0;2;1;95;6;2;2;2;14;29;8;43;1;83;2;1;0;0;0;1;79;9;0;1079;3
2012;9;0;0;1;1;2;8;48;7;2;64;6;1;16;7;42;10;0;0;1;0;2; ;17;102;7;26;22;21; ;86;162;0;0;0;21;21;8;6;7;11;24;1;4;1;29;6;0;0;0;0;1;53;16;7;575;3
2012;9;0;0;0;0;0;1;28;0;1;27;0;0;17;1;30;8;0;0;5;0;3; ;5;69;8;20;11;8; ;105;152;0;3;0;28;3;2;1;0;6;8;0;6;0;20;2;1;0;0;0;0;43;17;1;413;3
2012;9;0;0;0;0;0;3;56;0;0;29;1;0;4;6;29;1;0;0;7;0;1; ;8;57;8;33;14;17; ;113;185;1;1;1;45;7;3;2;2;7;23;4;5;0;43;2;0;0;0;0;0;37;4;6;560;3
2012;9;2;0;0;0;2;1;44;8;0;19;13;0;12;2;31;0;0;0;3;0;3; ;5;69;12;20;7;15; ;105;159;0;1;0;37;11;11;0;0;4;26;4;82;1;44;1;0;0;0;0;2;34;12;2;610;3
2012;9;4;0;1;2;7;2;89;4;2;64;4;2;26;5;37;18;0;0;5;0;3; ;22;122;24;51;17;28; ;149;269;0;1;0;39;30;9;14;7;60;29;8;8;1;81;12;1;0;0;0;5;60;26;5;943;3
2012;9;3;0;1;0;4;7;113;8;0;57;18;2;45;8;52;7;0;0;7;0;1; ;12;152;28;31;9;25; ;130;223;0;1;0;42;27;12;10;5;37;35;7;7;3;90;2;0;0;0;0;4;66;45;8;891;3
2012;9;0;0;0;0;0;0;32;1;0;18;12;0;24;0;61;0;0;0;11;1;2; ;10;121;10;36;14;45; ;110;215;0;0;0;44;2;1;1;0;18;8;1;28;0;32;3;0;0;0;0;0;72;24;0;637;3
2012;9;1;0;0;0;1;2;49;0;2;38;3;0;15;0;38;1;0;0;6;0;0; ;9;72;13;8;9;10; ;48;88;0;0;0;9;3;2;0;1;11;8;1;6;0;48;2;0;0;0;0;1;45;15;0;373;3
2012;9;2;0;0;1;3;6;50;1;1;40;8;6;30;0;59;6;0;0;7;0;3; ;24;143;6;6;11;12; ;78;113;0;1;0;16;14;0;8;6;28;14;2;25;2;43;2;1;0;0;0;2;72;30;0;542;3
2012;9;3;0;1;0;4;3;31;1;0;58;6;0;24;2;38;1;0;0;2;0;2; ;11;86;18;14;4;14; ;47;97;0;0;0;11;16;6;5;5;11;10;2;10;0;36;3;0;0;0;0;4;41;24;2;412;3
2012;9;7;0;0;1;8;2;61;6;3;55;10;4;86;2;99;8;0;0;8;0;4; ;17;238;44;13;8;18; ;119;202;0;0;0;40;5;1;4;0;41;6;6;12;0;80;5;0;0;0;0;7;115;86;2;790;3
2012;9;2;0;0;2;4;0;98;4;1;52;11;0;44;3;54;4;0;1;2;0;3; ;14;136;12;19;3;22; ;52;108;0;1;0;31;4;3;1;0;17;12;1;8;0;82;7;0;0;0;0;2;60;44;3;640;3
2012;9;5;0;0;1;6;6;49;1;0;24;4;1;26;3;82;12;0;0;8;0;1; ;2;139;11;77;11;27; ;99;225;0;1;0;28;3;0;3;0;17;18;2;6;0;53;4;0;0;0;0;5;102;26;3;640;3
2012;9;2;0;0;0;2;1;74;6;1;24;1;0;30;3;51;5;0;0;2;0;0; ;9;101;11;17;7;12; ;49;96;0;1;0;19;5;2;3;0;18;12;7;1;1;72;4;0;0;0;0;2;58;30;3;481;3
2012;9;4;0;0;0;4;2;76;1;2;31;6;1;51;2;72;3;0;0;3;0;1; ;10;149;11;14;7;7; ;49;88;0;0;0;12;3;0;3;0;11;11;1;2;1;49;8;0;0;0;0;4;78;51;2;497;3
2012;9;2;0;0;0;2;3;232;13;3;100;3;2;6;3;40;8;0;0;2;0;3; ;15;82;17;37;23;44; ;160;281;0;2;0;53;36;13;22;2;21;29;20;26;0;219;12;0;0;0;0;2;50;6;3;1287;3
2012;9;6;0;0;0;6;3;118;8;2;123;7;1;32;8;69;13;0;0;12;0;5; ;13;160;30;17;9;18; ;89;163;0;1;0;35;5;1;4;0;8;22;6;13;0;110;13;1;0;0;0;6;94;32;8;825;3
2012;9;7;0;0;1;8;7;162;11;2;105;12;3;42;10;143;5;0;1;12;0;4; ;24;256;24;48;25;36; ;127;260;0;3;1;69;26;2;20;4;47;45;7;56;0;143;20;0;0;0;0;7;160;42;10;1295;3
2012;9;4;0;1;1;6;5;238;17;4;162;7;1;37;3;86;8;0;0;7;0;6; ;14;169;35;59;43;52; ;164;353;0;3;0;117;6;3;0;3;30;35;3;46;1;263;13;3;0;0;0;5;101;37;3;1678;3
2012;9;12;0;0;0;12;3;127;6;2;68;3;0;8;1;32;3;0;0;1;0;0; ;4;52;10;27;17;46; ;69;169;0;1;0;29;5;1;3;1;12;11;2;11;1;144;3;0;0;0;0;12;36;8;1;760;3
2012;9;3;0;0;0;3;1;62;3;3;32;1;2;16;1;35;7;0;0;0;2;0; ;10;74;24;29;14;24; ;156;247;0;0;1;42;4;1;2;1;7;13;3;10;0;70;9;0;0;0;0;3;42;16;1;731;3
2012;9;5;0;0;0;5;6;69;6;1;39;6;3;65;16;56;5;0;0;7;0;6; ;28;192;14;9;7;18; ;108;156;0;1;0;20;14;3;11;0;76;27;8;23;1;75;4;0;0;0;0;5;68;65;16;778;3
2012;9;6;0;0;0;6;3;50;0;1;92;3;2;56;19;85;12;0;1;8;0;2; ;33;221;9;20;9;15; ;48;101;2;1;0;7;13;2;7;4;61;24;2;25;1;46;2;0;0;0;0;6;105;56;19;644;3
2012;9;5;0;0;2;7;3;41;3;0;26;6;0;25;6;50;5;0;0;6;0;1; ;16;115;14;11;8;7; ;39;79;0;0;0;11;5;1;4;0;38;12;2;4;1;59;3;0;0;0;0;5;61;25;6;422;3
2012;9;1;0;1;0;2;2;68;4;4;32;1;1;8;0;11;1;0;0;3;0;2; ;9;36;4;11;8;19; ;73;115;0;1;0;27;2;2;0;0;6;15;0;9;0;82;5;0;0;0;0;2;15;8;0;459;3
2012;9;0;0;0;0;0;0;63;4;0;41;1;2;23;1;12;2;0;0;0;0;3; ;2;46;39;13;10;11; ;107;180;0;2;0;30;6;0;5;1;4;9;2;3;0;67;4;0;0;0;0;0;14;23;1;555;3
2012;9;4;0;0;0;4;1;93;5;1;52;2;2;7;1;4;2;0;0;0;0;0; ;1;19;6;7;3;8; ;58;82;0;0;0;11;2;1;1;0;3;5;4;3;0;83;7;1;0;0;0;4;6;7;1;415;3
2012;9;0;0;0;0;0;1;48;1;1;57;6;0;28;1;40;7;0;1;1;1;1; ;13;99;0;9;3;10; ;80;102;0;0;0;8;4;3;0;1;20;13;2;3;0;29;2;0;0;0;0;0;48;28;1;404;3
2012;9;3;0;0;0;3;6;33;1;2;29;0;1;7;3;6;0;0;0;0;0;0; ;5;22;1;2;1;3; ;26;33;0;3;0;20;7;4;5;0;5;15;7;6;0;35;2;2;0;0;0;3;6;7;3;224;3
2012;9;8;0;0;0;8;1;40;6;3;26;5;1;20;1;15;1;0;0;4;0;0; ;4;51;9;11;3;12; ;62;97;0;1;0;26;7;1;6;0;7;13;1;7;0;47;9;0;0;0;0;8;20;20;1;382;3
2012;9;0;0;0;0;0;0;32;0;0;2;0;0;0;2;0;0;0;0;0;0;0; ;0;2;0;2;0;3; ;11;16;0;1;0;4;11;4;7;0;1;9;3;4;0;21;1;0;0;0;0;0;0;0;2;107;3
2012;9;10;0;0;0;10;3;61;10;0;36;3;1;32;4;81;5;0;0;6;0;5; ;4;141;43;84;10;13; ;127;277;0;0;0;58;1;1;0;0;31;17;1;23;0;97;4;0;0;0;0;10;92;32;4;839;3
2012;9;4;0;0;0;4;1;103;2;1;27;1;0;9;1;55;2;0;0;1;0;2; ;3;74;21;15;6;8; ;64;114;0;0;0;19;24;3;17;5;13;32;6;15;0;70;5;0;0;0;0;4;58;9;1;573;3
2012;9;10;0;0;1;11;7;185;22;1;40;10;5;44;2;73;1;0;0;3;0;2; ;7;147;23;29;9;14; ;70;145;0;2;0;25;8;1;6;1;17;32;4;10;0;148;20;1;0;0;0;10;77;44;2;884;3
2012;9;4;0;0;0;4;3;112;5;0;15;5;0;9;2;30;0;0;0;0;0;0; ;5;51;13;3;3;3; ;32;54;0;2;1;10;13;7;5;1;6;24;1;10;0;96;16;0;0;0;0;4;30;9;2;398;3
2012;9;18;0;1;0;19;5;89;15;1;43;8;0;45;5;72;2;0;0;9;0;1; ;8;150;14;3;3;10; ;39;69;0;2;0;13;19;3;14;2;19;21;9;39;0;103;7;0;0;0;0;19;83;45;5;662;3
2012;9;4;0;0;0;4;5;81;10;0;25;6;0;44;0;51;2;0;0;15;0;3; ;5;126;6;12;4;11; ;82;115;0;0;0;24;4;2;1;1;10;9;2;22;1;89;5;0;0;0;0;4;68;44;0;656;3
2012;9;9;0;0;0;9;11;221;54;6;65;5;2;46;0;68;5;0;0;4;0;0; ;13;143;31;14;9;12; ;67;133;0;1;0;29;4;2;3;0;7;34;2;12;0;184;19;1;0;0;0;9;77;46;0;964;3
2012;9;10;0;0;0;10;11;218;14;1;144;17;0;123;32;201;15;0;0;50;2;4; ;60;504;49;120;21;40; ;226;456;0;3;0;139;18;3;16;3;99;74;28;33;2;207;18;1;0;0;0;10;266;123;32;2018;3
2012;9;3;0;0;0;3;5;117;13;2;20;13;4;51;3;53;13;0;0;3;0;3; ;22;165;16;5;5;7; ;43;76;1;0;0;11;12;3;8;1;12;17;8;8;1;94;12;2;0;0;0;3;69;51;3;664;3
2012;9;3;0;0;0;3;3;16;3;0;6;1;1;5;0;8;1;0;0;1;0;0; ;2;19;1;3;1;3; ;9;17;0;1;0;5;0;0;0;0;2;5;0;2;0;15;2;0;0;0;0;3;10;5;0;110;3
2012;9;10;0;0;0;10;4;72;6;1;24;2;0;17;4;49;10;0;0;0;0;0; ;15;97;5;2;4;6; ;39;56;0;0;0;6;12;0;12;0;21;20;8;7;1;61;4;0;0;0;0;10;59;17;4;428;3
2012;9;6;0;0;0;6;1;50;5;2;17;1;0;0;0;4;0;0;0;1;0;0; ;1;7;1;2;2;2; ;19;26;0;0;0;3;4;0;4;0;0;9;0;7;0;34;0;0;0;0;0;6;5;0;0;177;3
2012;9;10;0;1;0;11;11;215;11;3;102;23;3;95;18;120;5;0;0;14;0;5; ;25;308;26;35;15;24; ;129;229;0;6;0;80;6;4;2;0;51;34;7;22;0;137;15;1;0;0;0;11;139;95;18;1417;3
2012;9;1;0;0;0;1;2;33;1;0;80;1;0;0;3;7;3;0;0;0;0;2; ;0;16;1;1;2;3; ;22;29;0;0;0;4;11;1;8;2;4;13;6;14;1;38;3;0;0;0;0;1;10;0;3;217;3
2012;9;4;0;0;0;4;2;79;8;1;35;2;1;10;0;13;1;0;0;0;0;0; ;2;29;6;10;3;0; ;31;50;0;0;0;6;17;11;8;0;10;24;6;5;0;57;10;1;0;0;0;4;14;10;0;352;3
2012;9;2;0;1;0;3;4;19;2;0;18;0;0;1;0;0;0;0;0;1;0;0; ;2;4;1;1;1;1; ;14;18;0;0;0;0;6;6;1;0;0;7;2;3;0;15;2;0;0;0;0;3;1;1;0;109;3
2012;9;0;0;0;0;0;0;29;1;1;8;3;0;2;1;0;1;0;0;0;0;0; ;0;7;1;2;1;1; ;12;17;0;0;0;1;3;2;1;0;2;4;4;4;1;18;2;0;0;0;0;0;1;2;1;95;3
2012;9;2;0;0;0;2;6;110;14;3;62;6;1;14;3;30;4;0;0;1;0;1; ;13;73;12;11;9;10; ;78;120;0;2;0;32;23;4;20;1;7;38;19;34;0;102;3;0;0;0;0;2;35;14;3;678;3
2012;9;3;0;0;0;3;5;109;10;0;48;5;2;43;10;87;9;0;0;1;0;3; ;20;180;41;22;3;4; ;122;192;0;1;0;27;13;1;10;2;45;22;7;11;0;125;8;0;1;0;0;3;97;43;10;1113;3
2012;9;2;0;1;0;3;8;62;0;7;77;9;1;38;3;68;8;0;0;3;0;2; ;15;147;11;12;7;10; ;72;112;0;4;0;22;14;1;13;0;18;37;13;24;2;67;7;0;0;0;0;3;79;38;3;620;3
2012;9;8;0;0;0;8;2;130;26;2;46;8;1;44;3;157;14;0;0;12;0;2; ;20;261;20;73;9;23; ;103;228;0;7;0;32;13;1;12;0;29;42;23;9;0;134;9;0;0;0;0;8;183;44;3;1038;3
2012;9;8;0;0;0;8;2;76;3;2;30;4;0;39;2;36;6;0;0;0;0;1; ;6;94;6;1;2;6; ;35;50;0;1;0;5;10;1;8;1;17;12;2;1;0;93;4;1;0;0;0;8;42;39;2;425;3
2012;9;0;0;0;0;0;2;47;4;1;38;1;3;11;0;63;17;0;0;2;0;1; ;3;101;26;56;16;17; ;120;235;0;4;0;34;15;5;6;4;12;22;2;12;0;40;1;0;0;0;0;0;82;11;0;644;3
2012;9;0;0;0;0;0;3;28;1;0;22;5;0;10;0;55;4;0;0;2;0;0; ;4;80;18;35;6;6; ;62;127;0;0;0;32;4;0;3;1;3;10;2;15;0;38;0;1;0;0;0;0;61;10;0;439;3
2012;9;2;0;0;1;3;0;53;4;3;56;6;0;21;1;35;16;0;0;5;1;1; ;11;97;17;5;2;9; ;58;91;0;1;0;16;8;3;4;1;10;13;2;11;0;65;6;0;0;0;0;2;56;21;1;462;3
2012;9;0;0;0;0;0;0;30;3;0;31;5;2;11;0;12;1;0;0;0;0;0; ;5;36;3;2;2;2; ;17;26;0;1;0;4;3;1;2;0;6;4;4;1;0;35;1;0;0;0;0;0;13;11;0;212;3
2012;9;1;0;0;0;1;0;33;1;1;21;4;2;19;0;15;0;0;0;0;0;0; ;2;42;6;5;4;4; ;51;70;0;0;0;14;7;1;5;1;7;7;2;8;0;45;2;0;1;0;0;1;15;19;0;328;3
2012;9;3;0;0;0;3;4;58;9;3;31;1;0;10;0;10;1;0;0;2;0;0; ;2;26;7;5;11;3; ;64;90;0;0;0;23;6;1;5;0;7;13;5;9;0;60;1;1;0;0;0;3;13;10;0;424;3
2012;9;0;0;0;0;0;1;40;0;2;19;0;0;0;0;1;0;0;0;0;0;0; ;0;1;2;0;0;5; ;40;47;0;1;0;7;16;7;8;1;1;5;0;17;0;46;5;0;0;0;0;0;1;0;0;272;3
2012;9;8;0;0;0;8;11;54;1;2;22;1;0;0;0;7;0;0;0;0;0;0; ;1;9;11;16;0;7; ;64;98;0;0;0;19;24;9;14;1;7;26;6;8;0;57;10;0;0;0;0;8;7;0;0;403;3
2012;9;3;0;0;0;3;1;60;7;4;25;2;0;1;0;2;0;0;0;0;0;0; ;1;6;6;14;1;14; ;64;99;0;1;0;20;14;11;4;0;6;18;0;44;0;47;8;0;0;0;0;3;2;1;0;415;3
2012;9;0;0;0;0;0;0;48;1;1;18;0;0;0;0;1;0;0;0;0;0;0; ;0;1;1;0;0;1; ;17;19;0;0;0;2;7;7;0;0;0;4;0;4;0;25;3;0;0;0;0;0;1;0;0;158;3
2012;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;2;0;1; ;1;4;0;0;0;0;1;0;0;1;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;24;3
2012;9;8;0;1;0;9;6;98;6;2;37;6;2;1;3;6;0;0;0;1;0;0; ;5;24;11;18;6;18; ;112;165;0;3;0;40;28;17;10;1;4;39;0;43;1;112;10;2;0;0;0;9;7;1;3;708;3
2012;9;0;0;0;0;0;0;13;0;0;3;0;0;0;2;0;0;0;0;0;0;0; ;3;5;1;0;0;2; ;18;21;0;0;0;2;5;3;2;0;4;42;0;1;0;11;0;0;0;0;0;0;0;0;2;84;3
2012;9;1;0;0;0;1;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0; ;0;0;2;0;0;1; ;10;13;0;0;0;4;8;1;7;0;1;15;0;0;0;18;0;0;0;0;0;1;0;0;0;97;3
2012;9;1;0;0;0;1;4;19;1;0;12;0;0;0;0;2;0;0;0;0;0;0; ;1;3;1;1;0;2; ;6;10;0;0;0;4;1;0;0;1;1;2;0;5;0;12;0;2;0;0;0;1;2;0;0;101;3
2012;9;0;0;0;0;0;0;8;1;0;2;0;0;0;0;0;0;0;0;0;0;0; ;1;1;1;0;0;0; ;6;7;0;0;0;3;2;0;2;0;1;2;0;12;0;13;1;0;0;0;0;0;0;0;0;72;3
2012;9;0;0;0;0;0;0;15;1;0;4;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;2;2;0;0;0;0;5;1;2;2;1;3;0;1;0;7;0;0;0;0;0;0;0;0;0;47;3
2012;9;0;0;0;0;0;2;26;0;1;2;3;0;0;0;2;0;0;0;0;0;0; ;0;5;0;2;0;3; ;12;17;0;1;0;5;115;111;3;1;0;16;0;8;2;25;1;0;0;0;0;0;2;0;0;243;3
2012;9;0;0;1;0;1;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0; ;2;2;3;0;0;3; ;7;13;0;0;0;0;8;6;2;0;2;4;1;4;1;14;1;0;0;0;0;1;0;0;0;88;3
2012;9;0;0;0;0;0;0;22;4;0;2;0;0;0;0;3;0;0;0;0;0;0; ;0;3;1;1;0;1; ;10;13;0;0;0;1;7;2;4;1;1;4;0;2;0;28;0;0;1;0;0;0;3;0;0;95;3
2012;9;0;0;0;0;0;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;0;0;0; ;8;9;0;0;0;0;1;1;0;0;2;0;0;1;0;4;1;0;0;0;0;0;0;0;0;39;3
2012;9;0;0;0;0;0;3;76;2;4;29;2;1;1;1;4;1;0;0;0;0;0; ;1;11;7;32;5;10; ;86;140;0;0;0;20;23;10;11;2;4;21;6;20;0;78;7;0;0;0;0;0;5;1;1;520;3
2012;9;0;0;0;0;0;0;33;1;3;12;1;0;1;0;1;0;0;0;0;0;0; ;0;3;3;0;2;2; ;22;29;0;0;0;3;5;3;2;0;3;6;0;12;0;25;0;0;0;0;0;0;1;1;0;154;3
2012;9;0;0;0;0;0;0;22;3;0;7;0;0;0;1;2;0;0;0;0;0;0; ;0;3;0;0;0;4; ;13;17;0;0;0;3;5;5;0;0;1;4;0;4;0;27;1;0;0;0;0;0;2;0;1;114;3
2012;9;0;0;0;0;0;0;26;4;0;9;0;0;2;0;1;0;0;0;1;0;0; ;0;4;3;0;1;1; ;24;29;0;1;0;5;32;20;12;0;1;21;3;18;0;28;2;0;0;0;0;0;2;2;0;264;3
2012;9;0;0;0;0;0;0;10;1;0;5;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;6;6;0;0;0;0;1;1;0;0;0;1;0;1;0;5;1;0;0;0;0;0;0;0;0;44;3
2012;9;2;0;0;0;2;0;99;5;8;31;2;1;1;1;1;0;0;0;0;0;0; ;2;8;5;5;1;4; ;69;84;0;0;0;14;18;10;10;0;3;40;7;10;0;81;2;0;0;0;0;2;1;1;1;387;3
2012;9;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;24;3
2012;9;0;0;0;0;0;0;12;0;0;3;0;1;0;0;0;0;0;0;0;0;0; ;0;1;0;0;0;1; ;6;7;0;0;0;2;1;0;0;1;1;0;0;2;0;9;0;0;0;0;0;0;0;0;0;56;3
2012;9;4;0;0;0;4;0;55;2;2;58;5;3;4;0;1;0;0;1;0;0;0; ;5;19;12;1;2;6; ;65;86;0;0;0;20;9;6;2;1;6;9;2;2;0;77;7;0;0;0;0;4;1;4;0;422;3
2012;9;1;0;0;0;1;0;18;1;4;22;2;0;2;0;2;1;0;0;0;0;1; ;2;10;3;3;1;0; ;11;18;0;1;0;6;6;2;4;0;2;6;1;11;0;28;4;0;0;0;0;1;3;2;0;154;3
2012;9;1;0;0;0;1;0;15;0;6;15;0;0;0;1;0;0;0;0;0;0;0; ;0;1;0;1;0;0; ;5;6;0;0;0;0;2;1;1;0;0;3;1;0;0;10;0;1;0;0;0;1;0;0;1;71;3
2012;9;0;0;0;0;0;1;22;0;0;17;0;0;1;1;1;0;0;0;0;0;0; ;1;4;1;23;0;3; ;25;52;0;0;0;3;2;2;0;0;0;5;0;3;0;9;1;1;0;0;0;0;1;1;1;124;3
2012;9;0;0;0;0;0;0;9;0;1;11;0;0;1;0;0;0;0;0;0;0;0; ;0;1;1;0;0;0; ;4;5;0;0;0;0;3;0;2;1;2;2;0;1;0;3;0;0;0;0;0;0;0;1;0;34;3
2012;9;3;0;1;0;4;9;53;3;2;48;5;1;12;2;50;4;0;0;3;1;0; ;5;83;30;27;13;19; ;142;231;0;0;0;31;14;4;10;1;10;30;12;19;1;67;14;1;0;0;0;4;57;12;2;688;3
2012;9;1;0;0;0;1;3;31;4;2;19;1;1;0;0;3;0;0;0;0;0;0; ;0;5;17;2;0;4; ;29;52;0;2;0;10;10;6;4;1;7;11;2;20;0;43;4;1;0;0;0;1;3;0;0;258;3
2012;9;2;0;0;0;2;2;43;8;1;54;5;1;3;0;4;0;0;0;0;0;0; ;1;14;8;1;2;3; ;32;46;0;1;0;7;19;10;8;3;1;17;5;7;0;23;1;0;0;0;0;2;4;3;0;224;3
2012;9;10;0;0;0;10;4;85;5;2;42;13;1;8;0;30;0;0;0;3;0;0; ;10;65;31;9;2;23; ;126;191;0;1;0;23;54;16;28;10;13;21;10;11;0;77;3;0;1;0;0;10;33;8;0;698;3
2012;9;0;0;0;0;0;0;25;0;0;18;1;1;2;0;0;0;0;0;0;0;0; ;0;4;2;0;1;3; ;25;31;0;0;0;9;10;4;4;2;2;7;2;6;0;22;0;0;0;0;0;0;0;2;0;142;3
2012;9;7;0;0;0;7;2;56;14;1;67;2;3;8;1;20;1;0;0;0;0;1; ;2;38;34;11;4;4; ;95;148;0;1;0;12;8;2;3;3;5;8;0;2;0;58;3;0;0;0;0;7;21;8;1;442;3
2012;9;0;0;0;0;0;0;21;0;0;7;0;0;0;0;0;0;0;0;0;0;0; ;1;1;2;4;0;4; ;9;19;0;0;0;3;2;1;1;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;65;3
2012;9;0;0;0;0;0;2;23;2;0;20;0;0;1;0;0;0;0;0;0;0;0; ;0;1;2;0;0;1; ;6;9;0;1;0;3;2;1;2;0;2;1;1;0;0;18;0;0;0;0;0;0;0;1;0;76;3
2012;9;0;0;0;0;0;0;18;4;3;10;1;0;0;0;0;0;0;0;0;0;0; ;0;1;2;2;0;3; ;19;26;0;0;0;5;8;4;2;3;2;1;0;4;0;23;1;0;0;0;0;0;0;0;0;107;3
2012;9;3;0;0;0;3;13;64;8;11;53;10;1;8;0;46;0;1;0;2;0;0; ;7;75;24;25;12;6; ;110;177;0;0;0;33;47;11;25;15;14;76;21;33;0;82;1;0;0;0;0;3;48;8;0;748;3
2012;9;0;0;0;0;0;0;21;2;0;6;0;0;0;0;0;0;0;0;0;0;0; ;1;1;2;1;0;2; ;8;13;0;0;0;0;6;5;0;1;2;4;1;1;0;8;0;0;0;0;0;0;0;0;0;76;3
2012;9;1;0;0;0;1;2;25;0;1;4;0;0;0;0;0;0;0;0;0;0;0; ;1;1;1;3;0;0; ;10;14;0;0;0;1;7;5;2;0;0;4;0;3;0;24;2;0;0;0;0;1;0;0;0;129;3
2012;9;0;0;0;0;0;4;14;2;0;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;2;2;0;0; ;17;21;0;1;0;1;9;5;4;0;0;8;2;3;0;28;1;0;0;0;0;0;0;0;0;115;3
2012;9;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;2;2;0;0;0;0;2;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;18;3
2012;9;0;0;0;0;0;3;15;0;0;4;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;1; ;5;6;0;0;0;1;0;0;0;0;0;10;0;3;0;13;0;1;0;0;0;0;0;0;0;63;3
2012;9;1;0;0;0;1;0;15;0;1;6;0;0;0;0;1;0;0;0;0;0;0; ;0;1;0;0;0;0; ;2;2;0;0;0;1;1;0;1;0;0;3;0;0;0;17;2;1;0;0;0;1;1;0;0;63;3
2012;9;0;0;0;0;0;0;12;2;0;13;0;0;1;0;1;0;0;0;0;0;0; ;0;2;1;1;0;0; ;8;10;0;0;0;2;1;0;1;0;0;3;0;0;0;22;0;2;0;0;0;0;1;1;0;80;3
2012;9;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;1;1;0;0;0;2;1;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;26;3
2012;9;1;0;0;0;1;0;43;2;1;18;0;1;0;0;5;0;0;0;0;0;0; ;0;6;1;11;1;0; ;37;50;0;0;0;10;53;39;12;2;1;22;8;4;1;57;2;1;0;0;0;1;5;0;0;336;3
2012;9;0;0;0;0;0;0;15;1;1;7;0;0;0;0;0;0;0;0;1;0;0; ;0;1;0;1;2;1; ;19;23;0;1;0;2;9;5;4;1;0;3;2;2;0;20;0;1;0;0;0;0;1;0;0;111;3
