vano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_cvli;indicador_roubo_rua;indicador_roubo_veic;indicador_roubo_carga;registro_ocorrencias;fase
2003;10;3;0;0;0;3;0;16;1;0;1;0;1;21;0;3;0;0;0;5;0;0; ;44;74;6;2;0;1; ;10;19;0;0;0;0;2; ; ; ;13; ; ; ; ;4;1;1;0;0;0;3;8;21;0;143;3
2003;10;0;0;1;0;1;6;46;2;1;35;7;2;27;2;24;7;0;1;37;0;5; ;41;153;47;17;0;20; ;87;171;0;2;0;24;5; ; ; ;13; ; ; ; ;30;4;3;0;0;0;1;68;27;2;545;3
2003;10;0;0;0;0;0;1;37;0;0;28;3;0;18;0;17;5;0;0;35;0;2; ;23;103;79;34;0;27; ;144;284;0;5;0;18;7; ; ; ;9; ; ; ; ;35;0;2;0;0;0;0;57;18;0;603;3
2003;10;0;0;0;0;0;0;48;1;2;20;2;1;3;0;14;1;0;0;15;0;2; ;31;69;14;22;0;31; ;156;223;0;9;0;25;7; ; ; ;12; ; ; ; ;27;5;2;0;0;0;0;30;3;0;589;3
2003;10;0;0;0;0;0;1;24;1;0;15;3;1;2;1;9;1;0;0;15;1;1; ;28;62;11;12;0;21; ;85;129;0;3;0;16;8; ; ; ;2; ; ; ; ;24;3;0;0;0;0;0;25;2;1;356;3
2003;10;0;0;0;1;1;0;34;0;0;22;5;2;5;0;36;0;0;0;32;0;0; ;44;124;22;23;0;42; ;135;222;0;13;0;20;2; ; ; ;3; ; ; ; ;40;2;0;0;0;0;0;68;5;0;605;3
2003;10;0;0;0;0;0;1;31;0;0;23;2;4;6;0;8;2;0;0;12;1;0; ;18;53;14;6;1;8; ;58;87;0;2;0;8;5; ; ; ;2; ; ; ; ;22;3;1;0;0;0;0;22;6;0;289;3
2003;10;3;0;0;1;4;9;78;7;2;130;5;3;31;2;18;14;0;0;25;2;4; ;39;143;53;4;0;12; ;279;348;0;5;0;56;10; ; ; ;30; ; ; ; ;78;2;2;0;0;0;3;57;31;2;1004;3
2003;10;0;0;1;0;1;0;49;0;2;53;8;0;36;11;25;6;0;0;22;0;4; ;37;149;32;10;2;5; ;59;108;0;1;0;9;46; ; ; ;41; ; ; ; ;26;7;2;0;0;0;1;53;36;11;634;3
2003;10;0;0;0;0;0;0;24;0;4;27;5;0;24;1;24;3;0;0;38;0;9; ;42;146;32;6;0;10; ;73;121;0;2;0;8;7; ; ; ;13; ; ; ; ;18;1;0;0;0;0;0;65;24;1;414;3
2003;10;1;0;0;2;3;12;36;2;0;22;8;3;31;4;23;2;0;0;32;1;3; ;38;145;29;26;1;21; ;97;174;0;3;0;23;7; ; ; ;24; ; ; ; ;44;3;0;0;0;0;1;57;31;4;540;3
2003;10;2;0;1;1;4;2;32;1;1;26;4;2;59;3;32;3;0;0;25;1;3; ;68;200;51;11;0;4; ;63;129;0;3;0;9;9; ; ; ;53; ; ; ; ;54;2;1;0;0;0;3;60;59;3;568;3
2003;10;14;0;0;7;21;21;87;3;5;86;13;2;114;12;50;19;0;0;26;0;9; ;116;361;32;11;1;9; ;80;133;0;1;0;24;81; ; ; ;108; ; ; ; ;44;9;4;0;1;0;14;95;114;12;995;3
2003;10;1;0;0;6;7;2;49;1;4;68;16;3;146;16;29;12;0;0;38;0;10; ;90;360;43;5;0;10; ;86;144;0;6;0;5;13; ; ; ;113; ; ; ; ;44;5;1;1;0;0;1;79;146;16;805;3
2003;10;3;0;0;4;7;5;63;3;2;26;5;3;128;10;45;1;0;0;67;0;5; ;146;410;24;18;0;7; ;96;145;0;6;0;41;6; ; ; ;58; ; ; ; ;60;5;0;0;0;0;3;113;128;10;838;3
2003;10;5;0;0;1;6;7;53;3;0;45;5;1;57;2;29;3;0;0;35;1;5; ;59;197;12;7;0;5; ;57;81;0;2;0;8;19; ; ; ;38; ; ; ; ;52;2;2;0;0;0;5;67;57;2;520;3
2003;10;6;0;1;6;13;12;35;4;1;24;7;2;68;9;20;4;0;0;16;0;6; ;74;206;5;2;0;2; ;41;50;0;2;0;9;58; ; ; ;79; ; ; ; ;24;6;1;0;0;0;7;40;68;9;570;3
2003;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ; ;0; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;3
2003;10;8;0;0;6;14;2;55;1;1;33;4;1;115;5;34;6;0;0;28;0;10; ;89;292;40;2;1;4; ;79;126;0;0;0;12;10; ; ; ;60; ; ; ; ;71;2;1;0;0;0;8;68;115;5;704;3
2003;10;10;0;0;4;14;7;51;2;2;38;11;0;51;2;25;3;0;0;20;0;4; ;45;161;11;6;0;6; ;48;71;0;1;0;7;5; ; ; ;43; ; ; ; ;52;2;1;0;0;0;10;48;51;2;467;3
2003;10;10;0;2;0;12;0;47;0;2;30;11;0;56;2;45;18;0;0;40;0;6; ;52;230;13;22;1;19; ;74;129;0;2;0;16;10; ; ; ;22; ; ; ; ;59;4;1;1;0;0;12;103;56;2;585;3
2003;10;2;0;0;4;6;6;74;1;4;43;8;0;85;3;18;2;0;0;25;1;4; ;62;208;26;7;0;9; ;49;91;0;1;0;8;11; ; ; ;55; ; ; ; ;83;5;0;0;0;0;2;45;85;3;590;3
2003;10;3;0;0;0;3;0;6;1;0;2;0;0;3;1;1;0;0;0;1;0;2; ;4;12;1;0;0;0; ;3;4;0;0;0;0;2; ; ; ;2; ; ; ; ;6;0;0;0;0;0;3;2;3;1;40;3
2003;10;5;0;1;0;6;9;126;2;1;74;5;2;27;6;19;8;0;0;16;3;2; ;32;120;13;7;3;5; ;55;83;0;7;1;20;13; ; ; ;41; ; ; ; ;94;6;0;0;2;0;6;43;27;6;668;3
2003;10;7;0;0;0;7;4;90;6;4;86;6;1;67;9;32;4;0;0;19;0;6; ;62;206;30;5;0;7; ;64;106;0;2;0;13;30; ; ; ;53; ; ; ; ;107;5;0;0;0;0;7;55;67;9;731;3
2003;10;11;0;1;4;16;5;136;8;2;72;13;2;95;18;39;5;0;0;28;1;4; ;69;274;64;7;0;15; ;64;150;0;1;0;17;70; ; ; ;120; ; ; ; ;84;9;1;0;0;0;12;72;95;18;969;3
2003;10;11;0;0;5;16;2;232;10;7;139;11;8;66;10;51;14;0;0;25;0;10; ;42;237;35;19;1;20; ;157;232;0;2;0;23;12; ; ; ;41; ; ; ; ;211;17;5;0;0;0;11;90;66;10;1284;3
2003;10;12;0;0;0;12;17;146;9;2;47;7;1;18;9;12;9;0;0;7;1;7; ;16;87;15;5;2;5; ;85;112;0;1;0;12;23; ; ; ;20; ; ; ; ;125;17;2;2;0;0;12;28;18;9;671;3
2003;10;15;0;0;1;16;2;74;0;2;28;12;3;107;10;20;2;0;0;34;1;6; ;115;310;25;2;1;13; ;111;152;0;6;0;16;9; ; ; ;72; ; ; ; ;58;4;3;1;0;0;15;56;107;10;779;3
2003;10;13;0;0;11;24;5;71;2;0;77;12;1;132;21;21;10;0;0;18;1;3; ;152;371;45;4;0;3; ;72;124;0;1;0;4;11; ; ; ;75; ; ; ; ;64;4;5;0;0;0;13;49;132;21;745;3
2003;10;21;0;0;7;28;12;92;3;1;54;12;2;138;15;46;19;0;0;41;1;4; ;125;403;12;10;1;7; ;64;94;0;0;0;8;42; ; ; ;102; ; ; ; ;73;5;1;0;0;0;21;106;138;15;881;3
2003;10;5;0;0;2;7;0;35;2;3;27;11;0;60;12;12;4;0;0;13;0;4; ;44;160;14;2;1;1; ;24;42;0;1;0;7;3; ; ; ;52; ; ; ; ;38;1;0;0;0;0;5;29;60;12;377;3
2003;10;1;0;0;1;2;1;53;0;0;40;8;0;50;1;11;3;0;0;18;1;3; ;61;156;33;4;0;2; ;69;108;0;3;0;19;7; ; ; ;28; ; ; ; ;43;3;0;0;0;0;1;32;50;1;481;3
2003;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ; ;0; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;3
2003;10;5;0;0;2;7;2;22;0;0;39;9;2;87;16;20;7;0;0;21;0;2; ;76;240;13;7;0;9; ;37;66;0;0;0;7;22; ; ; ;69; ; ; ; ;28;8;2;0;0;0;5;48;87;16;476;3
2003;10;3;0;0;0;3;0;16;1;1;5;1;1;5;3;3;0;0;0;2;0;1; ;3;19;1;0;1;0; ;9;11;0;0;0;1;2; ; ; ;4; ; ; ; ;10;1;1;0;0;0;3;5;5;3;92;3
2003;10;4;0;0;3;7;1;42;0;3;29;3;0;5;0;6;1;0;0;0;0;4; ;3;22;16;2;0;2; ;43;63;0;1;0;5;3; ; ; ;9; ; ; ; ;32;2;2;0;0;0;4;7;5;0;226;3
2003;10;1;0;0;0;1;0;26;0;0;8;0;0;1;3;1;0;0;0;1;0;0; ;0;6;0;0;0;0; ;22;22;0;0;0;1;2; ; ; ;2; ; ; ; ;21;1;0;0;0;0;1;2;1;3;104;3
2003;10;7;0;1;0;8;1;87;5;3;39;9;0;49;10;18;2;0;0;30;1;3; ;49;171;41;11;0;9; ;79;140;0;1;0;25;4; ; ; ;17; ; ; ; ;100;2;0;0;0;0;8;50;49;10;661;3
2003;10;8;0;0;0;8;0;89;0;1;33;7;1;19;0;12;4;0;0;6;0;1; ;21;71;19;0;0;2; ;43;64;0;0;0;5;10; ; ; ;14; ; ; ; ;83;6;0;1;0;0;8;22;19;0;361;3
2003;10;18;0;0;5;23;11;156;5;0;44;7;1;32;8;17;4;0;0;6;0;0; ;26;101;10;5;0;4; ;89;108;0;0;0;10;15; ; ; ;24; ; ; ; ;156;14;0;0;0;0;18;27;32;8;717;3
2003;10;13;0;1;1;15;6;99;4;4;36;8;0;8;6;15;0;0;0;3;0;2; ;6;48;1;2;0;2; ;41;46;0;0;0;5;10; ; ; ;9; ; ; ; ;69;4;0;0;0;0;14;18;8;6;392;3
2003;10;17;0;0;3;20;10;41;2;1;16;7;3;33;3;8;0;0;0;8;0;0; ;42;104;3;0;0;0; ;30;33;0;0;0;3;12; ; ; ;18; ; ; ; ;59;6;1;0;0;0;17;16;33;3;338;3
2003;10;2;0;3;6;11;9;78;3;1;25;7;0;33;4;23;4;0;0;20;0;6; ;32;129;24;13;0;6; ;49;92;0;0;0;10;24; ; ; ;24; ; ; ; ;61;5;0;0;0;0;5;47;33;4;463;3
2003;10;26;0;0;0;26;9;90;4;3;61;6;0;29;0;6;2;0;0;6;0;1; ;25;75;11;2;0;1; ;65;79;0;1;0;3;10; ; ; ;29; ; ; ; ;108;13;2;0;0;0;26;14;29;0;529;3
2003;10;22;0;0;9;31;4;131;4;4;88;19;3;140;26;39;12;0;0;50;2;7; ;128;426;50;25;1;12; ;157;245;0;2;0;29;17; ; ; ;89; ; ; ; ;153;11;7;0;0;0;22;101;140;26;1235;3
2003;10;9;0;0;5;14;3;68;5;1;46;18;2;33;2;22;11;0;0;6;0;5; ;25;124;4;1;0;1; ;36;42;0;0;0;6;6; ; ; ;30; ; ; ; ;56;1;1;0;0;0;9;39;33;2;440;3
2003;10;8;0;0;0;8;3;7;0;0;6;1;0;4;0;0;0;0;0;0;0;0; ;3;8;3;0;0;0; ;7;10;0;0;0;0;0; ; ; ;4; ; ; ; ;6;3;0;0;0;0;8;0;4;0;47;3
2003;10;17;0;0;2;19;1;47;2;3;27;6;4;16;1;10;3;0;0;3;1;0; ;11;55;4;0;0;0; ;16;20;0;0;0;1;8; ; ; ;15; ; ; ; ;36;4;0;0;0;0;17;16;16;1;220;3
2003;10;18;0;0;1;19;2;183;8;1;60;8;3;49;7;26;8;0;0;20;1;6; ;46;174;45;8;0;5; ;82;140;0;1;0;8;25; ; ; ;72; ; ; ; ;134;10;2;0;0;0;18;54;49;7;853;3
2003;10;4;0;0;0;4;3;60;1;5;27;0;6;9;1;3;0;0;0;3;0;2; ;7;31;1;1;0;2; ;77;81;0;0;0;2;6; ; ; ;14; ; ; ; ;47;9;1;0;0;0;4;6;9;1;300;3
2003;10;7;0;0;0;7;0;47;0;0;20;3;2;9;0;4;0;0;0;0;0;0; ;4;22;1;2;1;0; ;34;38;0;1;0;0;11; ; ; ;6; ; ; ; ;32;2;2;0;0;0;7;4;9;0;223;3
2003;10;10;0;0;0;10;11;81;1;4;35;5;4;21;4;25;14;0;0;5;1;4; ;22;105;7;1;2;2; ;83;95;0;1;0;8;15; ; ; ;37; ; ; ; ;67;7;1;0;0;0;10;44;21;4;475;3
2003;10;8;0;0;2;10;6;89;7;1;46;7;2;21;2;35;3;0;0;19;0;2; ;22;113;36;9;1;5; ;83;134;0;0;0;5;13; ; ; ;40; ; ; ; ;121;4;1;0;0;0;8;57;21;2;619;3
2003;10;3;0;0;6;9;1;63;0;4;21;8;2;17;0;18;3;0;0;4;0;2; ;17;71;17;4;0;2; ;57;80;0;0;0;2;10; ; ; ;36; ; ; ; ;81;4;0;0;0;0;3;25;17;0;420;3
2003;10;3;0;0;0;3;5;125;3;5;55;11;0;23;3;54;17;0;0;17;0;5; ;30;160;21;40;1;16; ;118;196;0;2;0;7;12; ; ; ;31; ; ; ; ;130;5;0;0;0;0;3;88;23;3;727;3
2003;10;8;0;0;0;8;9;42;3;0;45;3;0;11;0;13;4;0;0;2;0;0; ;8;41;4;2;0;1; ;38;45;0;0;0;7;5; ; ; ;11; ; ; ; ;42;0;2;0;0;0;8;19;11;0;262;3
2003;10;2;0;0;1;3;2;61;1;1;31;24;1;15;4;24;5;0;0;35;0;6; ;21;135;28;25;0;21; ;108;182;0;4;0;19;7; ; ; ;16; ; ; ; ;54;3;1;0;0;0;2;64;15;4;608;3
2003;10;3;0;0;0;3;3;37;2;0;20;9;0;14;1;17;4;0;0;20;0;1; ;10;76;45;6;0;19; ;69;139;0;1;1;11;3; ; ; ;5; ; ; ; ;44;2;0;0;0;0;3;41;14;1;411;3
2003;10;6;0;0;6;12;0;63;2;0;24;6;3;14;0;17;7;0;0;6;1;3; ;18;75;16;1;0;4; ;54;75;0;0;1;16;24; ; ; ;20; ; ; ; ;78;1;0;0;0;0;6;30;14;0;431;3
2003;10;4;0;0;1;5;1;35;0;0;10;4;1;8;0;10;0;0;0;1;0;0; ;10;34;9;1;0;0; ;15;25;0;0;0;2;6; ; ; ;5; ; ; ; ;35;0;1;0;0;0;4;11;8;0;160;3
2003;10;2;0;0;0;2;1;38;3;0;38;5;1;5;0;4;1;0;0;3;1;0; ;7;27;15;4;1;0; ;67;87;0;2;0;8;1; ; ; ;4; ; ; ; ;47;0;2;0;0;0;2;8;5;0;289;3
2003;10;4;0;0;0;4;0;44;0;2;25;1;2;1;1;5;2;0;0;0;0;1; ;2;15;3;1;1;2; ;60;67;0;0;0;1;2; ; ; ;10; ; ; ; ;66;5;1;0;0;0;4;7;1;1;278;3
2003;10;0;0;0;0;0;3;66;2;1;14;5;0;0;1;2;0;0;0;0;0;1; ;1;10;3;4;0;0; ;24;31;0;0;0;5;5; ; ; ;2; ; ; ; ;33;1;1;0;0;0;0;2;0;1;181;3
2003;10;5;0;0;0;5;3;95;0;1;29;13;0;6;0;9;4;0;0;2;0;1; ;8;43;5;2;0;3; ;88;98;0;0;0;5;9; ; ; ;9; ; ; ; ;92;2;0;0;0;0;5;15;6;0;432;3
2003;10;4;0;0;0;4;7;69;2;2;18;5;3;4;0;2;2;0;0;1;0;0; ;2;19;9;1;0;2; ;54;66;0;0;0;7;15; ; ; ;3; ; ; ; ;86;3;0;0;0;0;4;5;4;0;335;3
2003;10;1;0;0;0;1;1;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;4;0;1; ;43;49;0;0;0;3;8; ; ; ;2; ; ; ; ;37;2;0;0;0;0;1;0;0;0;201;3
2003;10;0;0;0;0;0;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;3;3;0;0;0;0;0; ; ; ;0; ; ; ; ;12;0;0;0;0;0;0;0;0;0;28;3
2003;10;2;0;0;2;4;2;151;6;0;66;5;3;0;0;17;0;0;0;5;0;2; ;7;39;16;4;0;4; ;98;122;0;0;0;12;23; ; ; ;18; ; ; ; ;118;13;1;0;0;0;2;22;0;0;621;3
2003;10;2;0;0;0;2;1;23;0;7;13;0;1;2;2;0;0;0;0;0;0;0; ;0;5;0;0;0;1; ;20;21;0;0;0;0;2; ; ; ;1; ; ; ; ;24;0;1;0;0;0;2;0;2;2;106;3
2003;10;0;0;0;0;0;1;36;1;0;6;2;1;0;0;0;0;0;0;0;0;0; ;0;3;3;1;0;0; ;19;23;0;0;0;0;5; ; ; ;2; ; ; ; ;22;1;0;0;0;0;0;0;0;0;119;3
2003;10;1;0;0;0;1;0;26;0;1;6;1;1;0;0;0;0;0;0;0;0;0; ;0;2;2;0;0;2; ;27;31;0;0;0;1;4; ; ; ;0; ; ; ; ;33;1;0;0;0;0;1;0;0;0;145;3
2003;10;0;0;0;0;0;1;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0; ;2;3;0;0;0;0; ;8;8;0;0;0;0;1; ; ; ;0; ; ; ; ;5;1;0;0;0;0;0;0;1;0;43;3
2003;10;0;0;0;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;8;8;0;0;0;0;1; ; ; ;0; ; ; ; ;6;0;0;0;0;0;0;0;0;0;30;3
2003;10;0;0;0;0;0;1;27;1;0;4;1;1;1;1;0;0;0;0;0;0;0; ;6;10;0;0;0;0; ;46;46;0;0;0;1;5; ; ; ;1; ; ; ; ;19;3;0;0;0;0;0;0;1;1;132;3
2003;10;0;0;0;0;0;1;19;0;0;8;0;1;0;0;0;0;0;0;0;0;0; ;0;1;2;0;0;1; ;7;10;0;0;0;0;0; ; ; ;1; ; ; ; ;16;0;1;0;0;0;0;0;0;0;73;3
2003;10;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;0;0;0; ;6;7;0;0;0;0;0; ; ; ;1; ; ; ; ;3;1;0;0;0;0;0;0;0;0;36;3
2003;10;1;0;0;0;1;1;104;2;3;39;3;1;6;3;12;0;0;0;1;0;0; ;4;30;13;9;0;5; ;96;123;0;1;0;14;9; ; ; ;7; ; ; ; ;99;6;0;0;0;0;1;13;6;3;505;3
2003;10;3;0;0;0;3;0;21;0;1;14;0;0;1;1;1;0;0;0;0;0;0; ;2;5;3;1;0;0; ;39;43;0;0;0;1;2; ; ; ;3; ; ; ; ;11;0;0;0;0;0;3;1;1;1;128;3
2003;10;0;0;0;0;0;2;24;0;2;11;1;0;1;0;1;0;0;0;0;0;0; ;1;4;0;0;0;0; ;14;14;0;0;0;0;4; ; ; ;1; ; ; ; ;28;1;0;0;0;0;0;1;1;0;108;3
2003;10;2;0;0;0;2;1;90;0;2;26;5;0;3;2;1;1;0;0;0;0;1; ;3;16;1;4;0;2; ;54;61;0;0;0;3;7; ; ; ;2; ; ; ; ;97;1;2;0;0;0;2;2;3;2;325;3
2003;10;0;0;0;0;0;0;6;0;1;2;0;0;3;3;0;0;0;0;0;0;0; ;2;8;0;0;0;0; ;9;9;0;0;0;0;2; ; ; ;0; ; ; ; ;6;0;0;0;0;0;0;0;3;3;40;3
2003;10;0;0;0;0;0;4;73;1;5;42;3;2;2;1;2;0;0;0;2;0;0; ;4;16;8;6;0;1; ;89;104;0;0;0;7;7; ; ; ;5; ; ; ; ;48;3;0;0;0;0;0;4;2;1;371;3
2003;10;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;2;0;0;0; ;3;5;0;0;0;1;0; ; ; ;2; ; ; ; ;9;0;0;0;0;0;0;0;0;0;33;3
2003;10;0;0;0;0;0;0;14;2;0;0;0;0;1;1;0;0;0;0;0;0;0; ;0;2;1;0;0;0; ;3;4;0;0;0;1;0; ; ; ;0; ; ; ; ;11;0;0;0;0;0;0;0;1;1;41;3
2003;10;2;0;0;1;3;5;55;1;3;38;1;3;6;2;5;1;0;0;3;0;0; ;3;24;9;2;1;2; ;86;100;0;0;0;7;4; ; ; ;5; ; ; ; ;30;4;0;0;0;0;2;9;6;2;304;3
2003;10;0;0;0;0;0;0;27;1;1;6;0;0;4;3;0;0;0;0;0;0;1; ;3;11;2;5;0;1; ;24;32;0;0;0;2;2; ; ; ;9; ; ; ; ;19;1;0;0;0;0;0;0;4;3;121;3
2003;10;3;0;0;0;3;0;7;1;2;7;0;0;2;0;0;0;0;0;0;0;0; ;1;3;0;0;0;1; ;17;18;0;0;0;0;0; ; ; ;1; ; ; ; ;16;1;0;0;0;0;3;0;2;0;67;3
2003;10;0;0;0;0;0;0;9;1;4;26;0;0;6;4;0;0;0;0;0;0;0; ;5;15;0;1;0;0; ;7;8;0;0;0;0;0; ; ; ;3; ; ; ; ;5;0;0;0;0;0;0;0;6;4;59;3
2003;10;0;0;0;0;0;0;23;0;1;6;1;0;1;1;0;0;0;0;0;0;0; ;1;4;1;0;0;0; ;9;10;0;0;0;0;2; ; ; ;1; ; ; ; ;9;2;0;0;0;0;0;0;1;1;62;3
2003;10;4;0;0;0;4;3;68;4;4;70;9;5;4;4;2;1;0;0;6;0;3; ;4;38;22;3;0;5; ;104;134;0;0;0;8;26; ; ; ;11; ; ; ; ;51;4;0;0;0;0;4;9;4;4;478;3
2003;10;2;0;0;0;2;2;24;0;3;19;3;1;1;0;1;0;0;0;1;0;0; ;3;10;3;0;0;1; ;57;61;0;1;0;2;4; ; ; ;3; ; ; ; ;24;1;0;0;0;0;2;2;1;0;193;3
2003;10;2;0;0;0;2;1;21;2;1;19;9;3;3;2;4;1;0;0;0;0;0; ;8;30;3;0;0;0; ;31;34;0;0;0;2;4; ; ; ;3; ; ; ; ;38;2;0;0;0;0;2;5;3;2;226;3
2003;10;7;0;1;0;8;3;38;2;1;36;15;4;5;1;8;2;0;0;4;0;3; ;6;48;15;1;0;6; ;121;143;0;0;0;9;18; ; ; ;8; ; ; ; ;49;10;0;0;0;0;8;14;5;1;441;3
2003;10;4;0;0;0;4;1;17;2;0;15;5;1;2;0;1;0;0;0;0;0;0; ;1;10;1;3;0;0; ;43;47;0;0;0;2;3; ; ; ;5; ; ; ; ;24;1;0;0;0;0;4;1;2;0;176;3
2003;10;0;0;1;0;1;0;20;1;3;28;1;2;5;1;6;0;0;0;3;0;0; ;3;21;6;0;1;1; ;86;94;0;0;0;3;1; ; ; ;2; ; ; ; ;41;1;0;0;0;0;1;9;5;1;235;3
2003;10;0;0;0;0;0;1;7;1;0;1;0;0;2;0;0;0;0;0;0;0;0; ;0;2;1;0;0;1; ;15;17;0;0;0;1;0; ; ; ;0; ; ; ; ;8;1;1;0;0;0;0;0;2;0;56;3
2003;10;5;1;0;0;6;1;111;4;11;110;10;3;10;0;20;1;0;0;16;0;4; ;16;80;12;18;0;14; ;182;226;0;0;0;9;22; ; ; ;13; ; ; ; ;102;1;2;0;1;0;6;37;10;0;821;3
2003;10;0;0;0;0;0;0;14;0;0;5;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;0;1;0; ;7;9;0;0;0;0;1; ; ; ;0; ; ; ; ;5;0;0;0;0;0;0;0;0;0;48;3
2003;10;0;0;0;0;0;3;33;1;2;14;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;30;30;0;0;0;3;8; ; ; ;2; ; ; ; ;39;0;0;0;0;0;0;0;0;0;164;3
2003;10;0;0;0;0;0;0;19;1;1;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;0;0;0; ;12;13;0;0;0;2;9; ; ; ;1; ; ; ; ;16;0;1;0;0;0;0;0;0;0;77;3
2003;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ; ;0; ; ; ; ;2;0;0;0;0;0;0;0;0;0;12;3
2003;10;0;0;0;0;0;2;9;0;1;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;15;15;0;0;0;0;1; ; ; ;0; ; ; ; ;10;0;0;0;0;0;0;0;0;0;59;3
2003;10;0;0;0;0;0;0;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0; ;1;1;0;0;0;1; ;4;5;0;0;0;0;2; ; ; ;0; ; ; ; ;6;0;0;0;0;0;0;0;0;0;52;3
2003;10;1;0;0;0;1;0;12;1;0;7;0;1;1;1;1;0;0;0;0;0;0; ;1;5;0;0;0;0; ;15;15;0;0;0;0;0; ; ; ;1; ; ; ; ;17;1;3;0;0;0;1;1;1;1;84;3
2003;10;0;0;0;0;0;0;10;0;1;8;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;6;6;0;0;0;0;0; ; ; ;1; ; ; ; ;4;0;0;0;0;0;0;0;0;0;46;3
2003;10;2;0;0;0;2;2;71;2;1;52;0;0;1;0;0;0;0;0;0;0;0; ;1;2;4;4;0;0; ;99;107;0;0;0;3;23; ; ; ;4; ; ; ; ;59;0;3;0;0;0;2;0;1;0;401;3
2003;10;0;0;0;0;0;2;7;2;0;7;0;0;0;0;0;0;0;0;0;0;0; ;1;1;0;0;0;0; ;15;15;0;0;0;2;5; ; ; ;1; ; ; ; ;8;1;1;0;0;0;0;0;0;0;71;3
2003;10;0;0;0;0;0;0;27;1;1;8;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0; ;25;25;0;0;0;0;2; ; ; ;0; ; ; ; ;13;1;0;0;0;0;0;0;0;0;106;3
2003;10;1;0;0;0;1;5;73;1;3;37;8;1;2;0;8;0;0;0;0;0;0; ;4;23;5;0;0;0; ;47;52;0;0;0;3;15; ; ; ;5; ; ; ; ;75;2;1;0;0;0;1;8;2;0;314;3
2003;10;0;0;0;0;0;0;10;4;0;6;0;0;0;0;0;0;0;0;0;0;0; ;0;0;2;0;0;0; ;12;14;0;0;0;0;2; ; ; ;1; ; ; ; ;10;1;0;0;0;0;0;0;0;0;99;3
2003;10;4;0;0;0;4;5;87;4;3;60;0;0;1;0;3;3;0;0;2;0;0; ;2;11;18;4;0;3; ;87;112;0;1;0;7;5; ; ; ;6; ; ; ; ;118;12;1;0;0;0;4;8;1;0;506;3
2003;10;0;0;0;0;0;0;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;0;0;0; ;4;5;0;0;0;0;0; ; ; ;0; ; ; ; ;5;0;0;0;0;0;0;0;0;0;42;3
2003;10;0;0;0;0;0;0;11;0;0;4;0;0;0;0;1;0;0;0;0;0;0; ;0;1;1;0;0;2; ;8;11;0;0;0;0;0; ; ; ;0; ; ; ; ;12;0;0;0;0;0;0;1;0;0;50;3
2003;10;0;0;0;0;0;1;22;0;0;7;2;0;1;1;1;0;0;0;0;0;0; ;0;5;1;0;0;0; ;27;28;0;1;0;0;2; ; ; ;1; ; ; ; ;17;0;0;0;0;0;0;1;1;1;98;3
